Iteration,Chemo_Cost,Chemo_Eff,Radio_Cost,Radio_Eff,Surg_Cost,Surg_Eff,pFailChemo,pFailRadio,pFailSurg,pDieSurg,muDieCancer,cChemo,cRadio,cSurg
4229,32085.95446,10.94747918,18196.81186,10.89845927,51950.91843,10.73253759,0.445829794,0.44243733,0.061078546,0.097619179,0.202527993,21065.58849,12104.72351,51950.91843
4230,37137.46141,11.98491234,13668.07923,11.76258618,42868.95491,12.26602731,0.403147612,0.435753891,0.047048088,0.030677618,0.152181714,24988.85427,8940.806179,42868.95491
4231,38114.97268,11.43644126,13928.41483,11.78810096,29602.19169,11.8069183,0.519743501,0.439440399,0.041287308,0.073259136,0.14959109,22181.63655,9061.90998,29602.19169
4232,32174.50237,11.01754041,19563.17759,11.32513244,28595.46323,11.17633582,0.442729329,0.371473753,0.085999312,0.045045161,0.199175994,21162.39905,13990.7565,28595.46323
4233,38775.14659,11.4675608,8167.279402,11.01855367,20639.91365,10.86288567,0.492263959,0.541603489,0.030667868,0.147707921,0.156660934,23475.41642,4744.863345,20639.91365
4234,34296.94351,12.57439044,17144.64344,12.51966072,12383.04421,12.42765678,0.42656324,0.421311522,0.04281844,0.05890757,0.1139577,22002.16162,11190.17579,12383.04421
4235,31486.25064,9.54848313,16516.55521,9.252802355,42315.34819,9.780304249,0.402537262,0.446248112,0.043053763,0.090515455,0.318522119,22746.36524,11516.89713,42315.34819
4236,30716.47587,11.60902699,25547.94883,10.71280283,19517.06454,10.8700253,0.400880128,0.538147202,0.040389701,0.124807399,0.175295954,20945.58103,15075.40128,19517.06454
4237,34362.98146,12.5818284,13815.7349,12.51132323,21645.97394,12.17381571,0.481182693,0.472253618,0.046167056,0.088035793,0.101772455,20387.00998,8432.857132,21645.97394
4238,29255.01896,10.81850501,18428.48329,10.88429047,24709.61268,10.87863168,0.514419233,0.487936846,0.053142899,0.106129408,0.185914523,17549.45359,11574.2005,24709.61268
4239,34741.44156,12.79120818,14414.41413,12.09305648,18460.86068,12.68943701,0.398990354,0.523541341,0.015602371,0.061612954,0.107909803,22996.62607,8295.404627,18460.86068
4240,28724.33868,11.47792909,19399.77466,10.92554672,14999.76851,10.90019098,0.413179324,0.497009916,0.035648513,0.121444553,0.17985281,19356.07317,12022.51603,14999.76851
4241,27912.27497,10.01491544,15469.75998,9.651380284,21012.71816,10.02601659,0.444524013,0.491713546,0.058136415,0.104148629,0.265427541,18918.44545,10081.8387,21012.71816
4242,30147.90291,11.12289328,11984.60185,10.30502911,10951.44607,10.91610784,0.421375403,0.538212703,0.038154091,0.100996522,0.19950291,20315.42403,7175.567921,10951.44607
4243,36139.81976,10.83492872,7244.569268,10.35488671,24421.55103,11.09987309,0.490819017,0.54426788,0.019576072,0.103812651,0.193641661,22410.36067,4293.2945,24421.55103
4244,32372.56994,10.77647157,11251.3203,10.81188699,35822.16412,10.46957932,0.516713376,0.494919347,0.070386155,0.126896191,0.18750802,19384.65323,7018.378258,35822.16412
4245,28559.33378,11.57450963,12027.59495,11.06994829,22735.2446,10.247047,0.438239858,0.508799562,0.05552279,0.172850796,0.16680559,18572.96341,7301.363123,22735.2446
4246,31710.53368,11.43198708,14659.11007,11.43413009,33128.66666,10.33822138,0.506684793,0.487399519,0.066776462,0.169654463,0.154042898,18820.97528,9052.928368,33128.66666
4247,38955.73749,13.38630081,21756.46503,12.80645719,21324.53809,12.10225061,0.374969387,0.502703089,0.040546384,0.117070586,0.080492779,26221.85093,12626.58752,21324.53809
4248,34225.87975,10.1748641,15958.29448,9.595951835,25954.17637,9.855097828,0.490669264,0.556924367,0.027188717,0.166227233,0.235242881,21734.03282,9563.642137,25954.17637
4249,29342.7963,11.69282714,18210.77648,10.67279066,24384.30897,11.2087136,0.416465669,0.564608957,0.082389579,0.077711281,0.165936733,19567.73659,10361.75092,24384.30897
4250,27261.63335,10.68051108,13455.85368,10.22158715,27425.62922,9.967057762,0.434960018,0.497670374,0.076275167,0.133519151,0.223515193,18303.56279,8531.693592,27425.62922
4251,38345.62765,12.85073186,24728.81901,12.48469584,17031.19278,11.75036879,0.44264826,0.49779996,0.066546228,0.113610948,0.096480841,23863.18368,14584.16204,17031.19278
4252,29223.18611,12.4942222,18565.84131,11.8746743,17147.11975,11.72258689,0.401502346,0.507861093,0.046979857,0.100779957,0.12358495,19433.441,10997.02858,17147.11975
4253,35201.52028,12.32422424,20847.68294,11.81258341,20536.16201,11.87032896,0.497283846,0.556957942,0.034228499,0.109246544,0.110602285,20557.30716,11533.825,20536.16201
4254,30888.51997,10.51322649,14903.54627,10.437192,23323.58688,10.35110475,0.426868819,0.43097632,0.053579365,0.103660903,0.237661787,21058.60375,10192.11478,23323.58688
4255,31132.76358,13.11000699,7808.638185,13.28103626,16324.47283,12.63883761,0.503034214,0.433572361,0.044818512,0.083425186,0.072948347,17574.95195,4917.880588,16324.47283
4256,34713.49571,10.6199932,19353.58434,10.19873859,21119.85007,10.98599591,0.527341502,0.566007724,0.028660913,0.107888257,0.192579293,20584.41139,11185.60312,21119.85007
4257,34117.29014,9.491982445,11124.97643,9.842729438,17057.39641,10.24308307,0.501096054,0.437366777,0.023358657,0.099593569,0.277419719,21915.38827,7689.946635,17057.39641
4258,27323.51256,13.220437,17699.94875,12.77275295,41197.7145,11.6022893,0.448476333,0.522106501,0.020538184,0.165754768,0.077432257,16683.67989,10003.17583,41197.7145
4259,29108.6421,12.73338064,17599.67972,12.29240538,13834.1305,11.59246796,0.431740398,0.50189942,0.094418045,0.101352384,0.104585833,18456.85034,10379.03956,13834.1305
4260,36465.68302,12.36559516,10137.96031,12.28281021,33531.97677,10.96361196,0.352883013,0.363834272,0.069535151,0.12954263,0.141265884,25879.62327,7146.413518,33531.97677
4261,29722.21913,11.84121309,12171.02685,11.87515435,24115.2271,11.7549854,0.460754615,0.437223568,0.056032502,0.071733166,0.145281958,18589.61008,7921.473858,24115.2271
4262,29276.11381,12.05237537,14508.79503,11.36918923,31956.99737,11.76320909,0.414041953,0.521017863,0.067566096,0.06308575,0.14557455,19385.00725,8575.160867,31956.99737
4263,32402.20997,10.5566308,13066.82119,10.64013813,36544.45529,10.25071197,0.482922994,0.45655814,0.085797819,0.110962664,0.213744854,20512.50139,8609.440627,36544.45529
4264,36800.73414,11.93903945,16203.12121,11.87153234,20259.84885,12.04302559,0.467289226,0.461576127,0.031187234,0.072256894,0.138171149,22735.48911,10219.07676,20259.84885
4265,31148.78821,11.51972168,18394.65686,11.26832292,28903.84858,11.34072841,0.397793202,0.435793684,0.03921545,0.08182556,0.181675798,21375.74654,12203.50854,28903.84858
4266,30694.74391,9.263254225,20691.2177,8.453548197,16031.18226,9.398435763,0.458416339,0.561826651,0.047773209,0.125479929,0.315153246,20985.24872,12912.78635,16031.18226
4267,26864.03092,9.679465996,13956.30434,9.680826577,17774.00392,9.73632479,0.447324425,0.439350615,0.031849821,0.12876651,0.288630641,18349.46115,9674.138802,17774.00392
4268,27452.9958,11.74999066,18771.9541,10.73428552,11800.48306,10.36851607,0.345994589,0.521806303,0.035790683,0.16322438,0.181027494,19936.00088,11322.59272,11800.48306
4269,30266.91059,11.12535283,14571.17303,10.74457662,16771.73185,11.37847843,0.408247109,0.465376113,0.023603589,0.06952742,0.203510734,20732.4585,9464.011174,16771.73185
4270,39687.18409,10.72938264,22218.6652,10.83025322,16372.42694,10.75523415,0.473462303,0.443676307,0.040621495,0.10639449,0.206446488,25297.63363,14787.8599,16372.42694
4271,27323.7128,8.161530336,25437.44268,7.192178688,18141.76107,9.037273226,0.511037342,0.622739474,0.016736358,0.129671857,0.3770411,18278.19779,15514.58204,18141.76107
4272,31004.07153,12.35641196,13115.97967,12.03655032,26604.58678,11.24338194,0.446783114,0.489290642,0.071675091,0.125390741,0.121016543,19463.52988,7931.165107,26604.58678
4273,39540.37128,12.7924987,14231.07191,12.60130933,19115.93873,12.48529861,0.534262883,0.53948919,0.050494208,0.083917693,0.080495775,21466.95493,7882.794451,19115.93873
4274,30872.02426,11.51666479,18341.05944,11.12468128,19738.44483,11.46562062,0.466491601,0.513647533,0.03951976,0.089932099,0.161819312,19354.64205,11040.28746,19738.44483
4275,33622.59044,10.19868876,17774.60659,10.23343705,29806.95921,10.57101567,0.512073004,0.493408386,0.057442266,0.093676759,0.224669257,20710.50439,11327.64525,29806.95921
4276,28438.87543,12.38980482,12636.31853,12.23638391,33678.60162,12.28930596,0.439073497,0.452713,0.027081323,0.072226329,0.121014691,18028.04828,7979.011969,33678.60162
4277,34111.16442,11.17596885,16328.03706,10.52378247,31035.50075,10.92812065,0.421281055,0.515993892,0.070568096,0.080349788,0.196177579,22952.51903,9999.482059,31035.50075
4278,33167.62612,12.05490961,15951.29237,11.49526765,27938.8941,11.29329981,0.414875431,0.502958498,0.083697255,0.090292821,0.145223913,21936.09632,9626.825568,27938.8941
4279,34207.68053,11.18153086,19867.35459,11.60708521,16665.30964,11.80825001,0.540541413,0.451802885,0.059079784,0.054826848,0.156140643,19465.67838,12789.2382,16665.30964
4280,27725.4894,11.3429212,17201.90521,11.3738708,19951.10932,10.74099417,0.428261414,0.410220524,0.073825216,0.105469203,0.183649313,18397.27795,11740.08582,19951.10932
4281,33172.94495,11.14927081,17059.23807,10.76565691,28273.08531,11.30034343,0.451714694,0.500369228,0.020308797,0.092112217,0.188086244,21472.22632,10580.78937,28273.08531
4282,30146.45193,10.77191302,16195.78027,9.935448861,29738.8902,10.45487934,0.421551172,0.539361562,0.073069249,0.094665466,0.222194681,20525.25326,9814.901508,29738.8902
4283,29326.11275,12.53318248,26101.8614,12.13542251,57381.88612,12.12279092,0.44291482,0.500740518,0.031583154,0.089953542,0.112622903,18413.30462,15490.48568,57381.88612
4284,29181.51038,11.50518065,17657.5102,9.822295238,41848.5755,11.12860924,0.374162326,0.614943878,0.049206868,0.085246787,0.189230173,20621.59938,9630.591371,41848.5755
4285,29418.8272,10.6032092,16387.76382,10.19686675,56485.7079,10.97110454,0.453075657,0.504518961,0.037735002,0.076305079,0.221995919,19347.15393,10307.22192,56485.7079
4286,35135.40491,11.71459131,21219.10046,11.63001233,31453.22677,11.36446849,0.466627355,0.464733777,0.024267485,0.117735701,0.150645003,21883.21997,13422.81657,31453.22677
4287,31374.59678,13.84311273,21721.03621,13.49171553,45937.20923,12.36658874,0.408513007,0.491597907,0.037296059,0.125980064,0.053682357,19941.91611,12570.30098,45937.20923
4288,27872.18339,9.701076439,9600.129627,9.374783161,28579.92288,10.32859182,0.467430578,0.506082215,0.02623578,0.089415403,0.278053555,18557.00269,6206.366972,28579.92288
4289,33440.67299,10.89687447,20893.99284,11.03938738,21670.57407,11.02431154,0.598892349,0.557760943,0.08284196,0.108924709,0.148953388,17508.49173,11851.10968,21670.57407
4290,36034.11573,11.74672538,16255.56031,11.56254103,42375.62928,12.07671406,0.463972914,0.479328391,0.034377783,0.056699546,0.149614471,22503.4455,10107.29829,42375.62928
4291,33669.38125,10.79813974,11123.32522,10.27901083,34272.24942,10.89789257,0.474754593,0.536924086,0.023177725,0.110698342,0.20170582,21373.9908,6678.110578,34272.24942
4292,25524.7674,11.85041207,14850.0458,11.08295243,29477.39567,11.31521919,0.41502184,0.531882529,0.036043031,0.10846861,0.15701876,16976.60875,8727.408039,29477.39567
4293,33620.48399,12.63336737,16871.08466,12.22644779,35192.56715,11.87734784,0.459820111,0.515592883,0.024049822,0.120589227,0.10387322,20546.73822,9779.294279,35192.56715
4294,30727.68997,11.96461907,23175.50084,11.11700307,10170.6372,11.63361428,0.43536593,0.556980792,0.05494155,0.082139131,0.145170243,19826.11086,13124.4818,10170.6372
4295,29940.28364,11.63361236,12561.27781,11.21112457,34888.78967,11.43412537,0.42309326,0.485064164,0.052277791,0.078469286,0.167622603,19828.92352,7836.483129,34888.78967
4296,32556.64718,10.57558573,25627.68653,9.627774437,16527.26483,11.59424125,0.450281941,0.572142393,0.011525881,0.040723524,0.224836604,21507.62303,15013.48196,16527.26483
4297,30862.99879,9.782457235,11527.23405,9.15027564,58228.17796,9.870864515,0.417515577,0.507767713,0.040027473,0.106246747,0.293863596,21765.36962,7498.761574,58228.17796
4298,37072.00162,12.18832127,23890.57674,12.31205495,22975.68588,12.30590991,0.469832577,0.424976001,0.051499195,0.052440279,0.124289468,22640.69737,15605.98148,22975.68588
4299,26077.89444,11.31007265,18662.31587,11.0061175,18270.50375,10.84185113,0.348572551,0.404333215,0.02177844,0.109556924,0.209320558,19082.76819,12956.44403,18270.50375
4300,31390.48441,11.39192381,14757.77873,9.97932585,21361.84439,9.806367291,0.429092191,0.614532332,0.10066297,0.168978923,0.180409815,20776.09515,8002.578575,21361.84439
4301,32017.19417,13.91204284,12177.38554,13.97004689,16167.47196,13.52216593,0.500038987,0.448930516,0.049811405,0.054566973,0.040387808,17728.10576,7387.021272,16167.47196
4302,27202.91546,9.121272428,13762.9431,8.135110531,18209.17516,10.00064879,0.425058076,0.559441846,0.019247645,0.066417188,0.34271473,19424.05933,8736.486711,18209.17516
4303,29692.58607,11.28764238,9742.147598,10.49507878,32028.93132,10.08873293,0.401009527,0.521856878,0.066321991,0.154506551,0.195346225,20427.35906,5924.927703,32028.93132
4304,33972.26269,12.6613392,16628.14045,11.743619,26548.48368,12.05772852,0.427549454,0.570668501,0.030282254,0.098806825,0.109175728,21710.61767,9034.934876,26548.48368
4305,37683.46324,11.44895665,15183.8757,11.04870683,14771.76555,11.4794447,0.525374556,0.561089604,0.033314099,0.106306913,0.147097985,21734.18005,8567.835941,14771.76555
4306,25492.58525,11.33350643,16805.49727,11.50864509,17046.48941,11.32848551,0.486104607,0.43879256,0.047614013,0.091512363,0.166123958,15641.97849,11030.54448,17046.48941
4307,27467.02981,10.7633649,17305.05915,9.510724979,31594.56522,10.0438123,0.430569159,0.594762913,0.030088421,0.161356768,0.219618244,18496.09966,9857.082911,31594.56522
4308,27435.54114,8.551877825,11227.2083,8.679269166,20664.89284,9.608566835,0.456274215,0.430844825,0.045529401,0.054030915,0.374828587,19286.12084,8111.77711,20664.89284
4309,30972.58785,12.71866338,14211.01794,12.28878855,27371.52272,12.49027249,0.424955827,0.494935476,0.02963145,0.069243862,0.106703665,19832.34347,8463.009825,27371.52272
4310,37573.38867,11.43461828,33545.20974,10.63806896,22922.11714,10.75622975,0.481032544,0.577563528,0.07033041,0.126526406,0.162011213,23142.35137,18751.02698,22922.11714
4311,46439.10394,12.9351635,13130.32205,12.3551882,30653.42109,12.60206473,0.463140504,0.549426857,0.068696879,0.056869382,0.088414508,27989.09694,7221.1851,30653.42109
4312,25484.80523,11.09032247,30762.83126,10.61003353,13256.21719,11.29631601,0.39107912,0.467680645,0.032355619,0.062965077,0.211197716,17844.45926,20007.77661,13256.21719
4313,29448.27773,9.563445256,10018.71827,8.749505233,21552.02858,9.480193917,0.370915439,0.497656751,0.056519224,0.097372973,0.331080251,22000.73115,6698.531238,21552.02858
4314,29409.78609,10.54736023,14148.86942,9.996862234,29797.67775,10.65826055,0.406024875,0.488267248,0.032542918,0.08761872,0.242909826,20542.59212,9150.254159,29797.67775
4315,32666.51893,12.37038134,12174.41726,11.94947322,11334.71854,11.68872119,0.423667839,0.489232071,0.04031846,0.105572804,0.125544022,21161.71656,7381.740935,11334.71854
4316,26407.17451,10.79758257,19159.55337,10.52324645,27228.80978,10.28859108,0.431766433,0.46736055,0.041455557,0.135593574,0.216962344,17736.7548,12500.8472,27228.80978
4317,31364.39998,11.39667974,20680.30372,10.68189848,24988.20383,10.36441453,0.441283029,0.539615256,0.061242693,0.151411295,0.176443412,20425.89104,12191.28787,24988.20383
4318,32808.08577,11.57078771,11117.61098,11.86815137,19872.74079,11.19569798,0.533119867,0.461840756,0.045102618,0.129063347,0.13827647,18616.18219,7009.970983,19872.74079
4319,27983.08862,10.68735159,8195.621964,10.9210944,17718.90788,11.07776565,0.535193472,0.483162852,0.053379953,0.089932647,0.185558825,16358.03686,5173.485934,17718.90788
4320,35948.4088,10.6629641,22371.25415,10.2673045,32210.14192,10.79528621,0.459623169,0.508263688,0.055236576,0.084339253,0.215722265,23393.75443,13967.04823,32210.14192
4321,30792.9015,9.614978219,15414.32607,8.856508498,11443.33086,9.47920075,0.419891372,0.526453636,0.099610083,0.086892244,0.305659252,21770.25632,9905.542344,11443.33086
4322,35964.10678,10.83708597,20110.76455,11.2798123,21433.06619,11.39390579,0.516039439,0.426205724,0.059894,0.060592506,0.184227983,21508.36409,13496.43217,21433.06619
4323,29742.88918,11.25894579,21146.13974,11.16318067,18566.82247,10.89875451,0.4460505,0.449779081,0.014194169,0.132460008,0.183249766,19330.40492,13828.36157,18566.82247
4324,33293.41232,11.83615748,9639.276149,11.69862387,19930.07476,10.17413196,0.463669527,0.471049053,0.040260353,0.205935285,0.144758699,20741.64028,6034.701474,19930.07476
4325,28846.00676,11.94571758,9963.075234,11.06599098,32833.21375,11.34789966,0.454548577,0.573261203,0.027284212,0.125487019,0.141204562,18139.06294,5518.652262,32833.21375
4326,25562.25443,12.61840629,18514.40066,11.95084727,23630.67079,11.17866438,0.338309805,0.477000421,0.087260221,0.112989597,0.129198183,18357.73585,11412.87691,23630.67079
4327,22906.56281,11.787667,13038.53618,10.8440011,25711.49032,11.36026193,0.354176408,0.51714675,0.063082859,0.068495938,0.176534491,16460.06557,7885.015989,25711.49032
4328,30831.16354,10.87772188,15700.85599,11.22094091,15118.26823,10.91266962,0.418329308,0.339230536,0.06335204,0.06788153,0.216319744,21008.65223,11668.51738,15118.26823
4329,31170.23824,11.54492234,12714.69073,11.18956256,41006.28618,11.83396282,0.501262252,0.535898297,0.03244115,0.076910451,0.149632136,18575.78444,7403.327155,41006.28618
4330,28395.17567,11.69023642,9307.774014,10.6913957,28915.36096,10.33204194,0.38577018,0.543036007,0.037514564,0.170634924,0.174406137,19687.53063,5458.815433,28915.36096
4331,28515.93717,10.26424037,10825.59296,10.62821013,15585.68678,11.04953456,0.480181999,0.40753692,0.038062068,0.058616626,0.233685381,18306.52641,7566.882007,15585.68678
4332,36197.98902,12.40774879,21293.04379,11.63930223,34926.84381,11.99637442,0.449400579,0.560187167,0.027608741,0.097065128,0.117717707,22605.97654,11791.05933,34926.84381
4333,41522.33189,12.18548667,13843.83059,12.49051571,20953.18903,11.38137276,0.537906883,0.456459942,0.068984962,0.130044577,0.106814665,22878.97679,8636.486363,20953.18903
4334,28035.27999,10.6467279,18744.5186,9.890519077,18721.93606,10.60050533,0.467910956,0.561611269,0.057658572,0.100982496,0.213701255,18054.77969,11031.81075,18721.93606
4335,31028.42554,9.893566542,24748.76391,9.238967267,23582.36249,10.08909558,0.412072731,0.506718077,0.036688558,0.094406652,0.287767404,21944.82968,16067.57231,23582.36249
4336,27754.53909,10.51731582,28259.95337,9.754346804,26782.43754,10.48449889,0.445322676,0.546125495,0.071733661,0.08536244,0.230533932,18487.05542,17084.91069,26782.43754
4337,24081.91892,11.35888436,13607.43785,11.02325595,25348.98642,10.55431288,0.404004549,0.45512597,0.081366749,0.110065236,0.189939882,16472.67013,8876.149859,25348.98642
4338,35121.15917,10.63266922,13028.1171,10.6148161,36347.84408,10.28082051,0.480605927,0.470240829,0.051168115,0.135873717,0.209843591,22244.9655,8444.672731,36347.84408
4339,37074.65673,13.2031867,11342.04704,13.19940055,19314.34246,12.1617045,0.463075945,0.439081926,0.03962313,0.117758107,0.075795084,22170.55144,7105.77174,19314.34246
4340,27470.37471,6.887686194,12275.19237,6.691425849,19069.70242,7.566747012,0.452323905,0.480736821,0.047475974,0.120701055,0.544642054,20626.27005,9060.307947,19069.70242
4341,32648.15146,9.085095324,15444.10329,8.73521604,19639.70922,9.348743745,0.528324155,0.562179752,0.029813075,0.161148834,0.293129901,20547.54847,9518.2587,19639.70922
4342,39154.29663,13.0388771,13496.50691,12.48347774,15521.51431,13.1842364,0.450854517,0.538918189,0.010182723,0.049586864,0.085701456,23950.58883,7508.107489,15521.51431
4343,29656.53505,11.01890488,21508.83084,10.5781621,19265.00187,10.52507432,0.468010976,0.521261649,0.073373993,0.117451951,0.190568973,18859.42034,13053.6717,19265.00187
4344,30683.34474,9.792878528,18196.49374,9.327285678,23388.26243,10.08793414,0.458328352,0.517357281,0.029553301,0.110516714,0.275459557,20597.11853,11616.94858,23388.26243
4345,35763.82508,12.10038663,20218.94117,12.0743511,22890.18529,11.92781617,0.491162157,0.474703857,0.056012785,0.079644731,0.123361981,21232.63425,12456.55608,22890.18529
4346,28799.11116,10.96087216,9141.744528,11.51806151,15479.21023,11.55410054,0.496674526,0.379879057,0.033915519,0.066024318,0.184050369,17632.88014,6443.217422,15479.21023
4347,30822.29416,12.19996833,37674.11157,11.20626916,36371.53218,11.76723287,0.427843744,0.573659488,0.011241537,0.109565222,0.133921984,19952.0394,20753.23037,36371.53218
4348,32447.03889,11.61602667,16980.6273,11.02162032,23518.80115,11.7739984,0.422053235,0.51037784,0.024425808,0.068989381,0.168962345,21529.37199,10302.49367,23518.80115
4349,28116.18944,9.901291102,27273.59886,9.219798991,16116.84579,10.13112352,0.391335653,0.494725464,0.059206781,0.066331178,0.295711925,20353.21986,17984.4389,16116.84579
4350,31650.83247,7.446633037,14349.27532,6.954604848,35632.59476,7.925851334,0.447878882,0.518219305,0.091074036,0.095281764,0.485739123,23373.72307,10077.82002,35632.59476
4351,34415.77575,11.12033714,19601.53478,11.49815006,15907.92229,11.32823505,0.506561323,0.424457641,0.028155254,0.099631398,0.171384267,20656.49018,13102.00182,15907.92229
4352,37279.41805,10.22641285,14875.56375,10.92399208,29336.70181,9.490278024,0.577794412,0.460374973,0.060609072,0.209133072,0.194150838,20782.55414,9668.645199,29336.70181
4353,32585.39993,12.97704231,15538.64083,12.16165953,13966.07851,11.89020649,0.341711764,0.512659094,0.069875641,0.089579689,0.10783969,23114.11616,9062.065763,13966.07851
4354,27362.35125,10.97230673,12961.44917,11.00438795,20204.67551,11.15317414,0.455325651,0.437066048,0.049039225,0.075424271,0.197747382,17726.92259,8652.000355,20204.67551
4355,28051.00875,12.27361982,14868.63302,11.58743671,7543.104549,11.8252563,0.413978494,0.523708103,0.042875253,0.086432723,0.133084661,18459.99272,8692.620657,7543.104549
4356,40136.78777,11.78451397,16249.9971,11.50113864,14207.94439,11.93888117,0.509428223,0.532318433,0.036011553,0.080650795,0.13451237,23436.04473,9411.598937,14207.94439
4357,27923.13999,11.48587544,20239.42793,10.50948633,16551.43837,10.60991993,0.382384765,0.536014095,0.032778917,0.139555068,0.188157107,19547.20569,12065.5511,16551.43837
4358,32758.54599,10.81602723,18555.80873,11.14002585,31944.06598,11.47463694,0.558421463,0.491883203,0.026795551,0.090860425,0.169223437,18384.4409,11497.82927,31944.06598
4359,28734.02528,11.81209401,22430.26323,10.98691145,36812.34253,11.02777224,0.37478657,0.513446467,0.028063754,0.125002184,0.169746231,20128.85091,13567.7419,36812.34253
4360,33133.11539,11.82353103,17153.97776,11.12290046,23632.01025,11.62204889,0.410512779,0.519170597,0.027755755,0.087189939,0.159783589,22183.31144,10247.99843,23632.01025
4361,28728.70409,8.184854877,23224.37114,7.408499581,17794.62929,8.861051512,0.484854898,0.581312367,0.059430817,0.103288705,0.390836184,19813.34121,14817.78395,17794.62929
4362,25734.50911,11.46031586,25943.88932,11.5774016,12370.0603,11.87386716,0.486434116,0.448634812,0.046827526,0.055341823,0.158884549,15715.40278,16783.53626,12370.0603
4363,32683.69426,11.83647424,7449.821666,11.53959366,23880.48849,11.36839791,0.395725557,0.443168657,0.036588726,0.098609158,0.162869812,22292.24778,4858.462351,23880.48849
4364,30308.92261,11.39182394,13981.83653,10.71723394,14987.61507,11.44338493,0.41695476,0.517059593,0.0272864,0.079535202,0.18404251,20376.61198,8493.251204,14987.61507
4365,28787.30384,12.60969748,8760.947908,12.04777215,15436.92312,11.57037697,0.422069522,0.513916309,0.09676506,0.09271893,0.113024389,18563.03122,5118.102877,15436.92312
4366,44394.98928,12.78014257,11753.64134,12.27159073,16370.86051,12.02178451,0.48950863,0.55485432,0.060478521,0.102613366,0.090510803,25851.19063,6429.1489,16370.86051
4367,27535.57897,11.62487215,9895.959452,11.41243576,53905.83505,11.83683846,0.410255888,0.439256103,0.03302171,0.055523195,0.171730071,18546.09384,6509.646809,53905.83505
4368,30437.76072,9.951918989,22801.4527,9.658256138,25091.54869,10.11215416,0.434398617,0.473023762,0.053846342,0.091771351,0.274171941,20929.32917,15201.75738,25091.54869
4369,25579.06236,12.05445984,12539.58464,11.38965428,20892.91118,11.51038695,0.416015598,0.519666584,0.020564493,0.113758463,0.144968126,16892.05133,7420.303631,20892.91118
4370,35961.1458,11.04203994,13296.50624,11.07715609,34176.03626,11.6479509,0.487723945,0.466512998,0.048319212,0.049778458,0.182419455,22235.71124,8534.291408,34176.03626
4371,29003.39417,11.83116295,9268.164534,10.91199879,18951.22554,11.50669837,0.358484904,0.516865442,0.033232519,0.080833118,0.172696548,20712.29462,5594.113368,18951.22554
4372,35684.70204,10.37606054,15656.85977,10.8981041,19401.32527,11.33941729,0.545746058,0.450692275,0.027564026,0.073664818,0.199447353,20781.76892,10309.19972,19401.32527
4373,30228.53495,10.14353186,21397.58678,9.073501896,20375.6095,10.13834089,0.427599812,0.570697083,0.045652316,0.105292268,0.263145735,20829.13228,12849.80086,20375.6095
4374,34425.20687,11.65670526,14223.68934,11.65361277,24746.42636,11.36680214,0.472622104,0.455984467,0.031603833,0.111641739,0.152126831,21300.51327,9094.462351,24746.42636
4375,27929.49087,10.6509395,31895.60816,10.15929707,32970.90431,10.19140862,0.362874324,0.445988085,0.019811832,0.129646213,0.250716332,20446.4456,21610.24365,32970.90431
4376,31721.31497,11.11395312,13075.46585,10.40979137,41738.29142,11.35285554,0.446934339,0.541104285,0.038927161,0.07165265,0.191806537,20686.45155,7767.605506,41738.29142
4377,29017.59501,11.1134267,28084.85082,10.49013282,12352.08232,11.34524557,0.468694022,0.546297493,0.043752182,0.075564708,0.184650978,18378.13349,16514.62098,12352.08232
4378,31197.82742,10.32267406,11306.22268,9.980994116,25775.08853,10.15063751,0.450108152,0.492969146,0.020268219,0.140360336,0.241780383,20786.2314,7272.39887,25775.08853
4379,28079.66001,11.50085124,10347.19318,10.95272833,9593.808163,11.33384989,0.398786805,0.485938753,0.047851593,0.075588216,0.182568362,19255.78878,6501.307163,9593.808163
4380,26930.54857,12.75927281,12659.69226,12.78980668,31119.59682,11.57760607,0.444419993,0.416750973,0.028517384,0.143167699,0.100728333,16761.8246,8253.36036,31119.59682
4381,27190.61034,11.13664718,20234.83903,11.12924763,23705.44185,11.67373669,0.456611818,0.444427211,0.025940982,0.058953412,0.187251821,17492.12181,13335.08068,23705.44185
4382,27029.61068,11.08764145,21842.68331,10.42143583,30708.34435,10.77506726,0.406634297,0.507079411,0.022786064,0.116855293,0.206458678,18572.11905,13585.43042,30708.34435
4383,33887.28339,11.906195,16979.32057,11.78255769,13816.24393,11.67901065,0.453591344,0.459833893,0.032906251,0.094215143,0.143636048,21363.64457,10761.18108,13816.24393
4384,26903.92057,10.90587513,16273.48063,10.1768861,47463.49431,10.68645467,0.370280143,0.489276007,0.031813693,0.097039447,0.230285517,19401.30614,10446.2489,47463.49431
4385,33155.47749,12.00406644,25611.51683,11.23393167,27985.95193,11.33355821,0.461970229,0.564670952,0.110192235,0.078702136,0.136073919,20595.81058,14283.61815,27985.95193
4386,34022.3562,9.577437098,13444.51079,9.769257856,17031.82209,10.2143887,0.537583227,0.498528976,0.033378111,0.115687611,0.253705057,20711.58913,8650.910841,17031.82209
4387,35739.82265,12.30548625,15505.81141,12.23077835,29384.01082,11.30241886,0.441433749,0.439202365,0.091220413,0.104931273,0.124969384,22638.63979,9966.938662,29384.01082
